FACULTY OF HUMANITIES,,,,,,
"QUALIFICATION
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIOD","SA/SADC STUDENT
FEE","FOREIGN
STUDENT FEE"
,,EMM12TP,Events Management I,3,"2,790","4,190"
,,HFM32AT,Hospitality Financial Management III,3,"3,500","5,240"
,,HIL22AT,Hospitality Industry Law II,3,"3,500","5,240"
,,HIS22AT,Hospitality Information Systems II,3,"3,500","5,240"
,,HMD12AT,Hospitality Media I,3,"3,500","5,240"
,,HMM32AT,Hospitality Management III,3,"3,500","5,240"
,,HMK22AT,Hospitality Marketing II,3,"3,500","5,240"
,,HSM11W,WIL FOR HOSPITALITY MANAGEMENT,4,"2,000","3,000"
,,HSM22W,WIL FOR HOSPITALITY MANAGEMENT,4,"2,000","3,000"
DP_MKT,"DIPLOMA IN MARKETING
MANAGEMENT",BMI115C,BUSINESS MANAGEMENT I,1,"2,660","4,000"
,,BMI125C,BUSINESS MANAGEMENT I,1,"2,660","4,000"
,,DLC5012,BASIC DIGITAL LITERACY,1,"3,250","4,930"
,,EKN12EB,ECONOMICS I,1,"2,680","4,040"
,,LCS5011,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,MFB122,MATHEMATICS FOR BUSINESS,1,"2,660","4,000"
,,MRK115C,MARKETING I,1,"2,670","4,000"
,,MRK125C,MARKETING I,1,"2,740","4,110"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PSE115C,PERSONAL SELLING I,1,"2,680","4,020"
,,PSE125C,PERSONAL SELLING,1,"2,740","4,110"
,,ACM115C,ACCOUNTING FOR MARKETERS I,2,"2,660","4,010"
,,ACM125C,ACCOUNTING FOR MARKETERS I,2,"2,660","4,000"
,,CBE215E,CONSUMER BEHAVIOR II,2,"2,660","4,000"
,,CBE225E,CONSUMER BEHAVIOR II,2,"2,660","4,000"
,,HRG11AB,MERCANTILE LAW I,2,"3,230","4,850"
,,HRG12AB,MERCANTILE LAW I,2,"3,230","4,850"
,,IBM215E,INTERNATIONAL MARKETING II,2,"2,660","4,000"
,,IBM225E,INTERNATIONAL MARKETING II,2,"2,740","4,110"
,,INB215E,INTERNATIONAL BUSINESS MANAGEMENT II,2,"2,660","4,000"
,,INB225E,INTERNATIONAL BUSINESS MANAGEMENT II,2,"2,740","4,110"
,,MKT125W,WIL FOR MARKETING,2,"2,210","3,320"
,,MRK215E,MARKETING II,2,"2,660","4,000"
,,MRK225E,MARKETING II,2,"2,660","4,000"
,,QTH115C,QUANTITATIVE TECHNIQUES I,2,"2,660","4,000"
,,QTH125C,QUANTITATIVE TECHNIQUES I,2,"2,760","4,130"
,,EKN11EB,ECONOMICS I,3,"2,680","4,040"
,,IBM316E,INTERNATIONAL MARKETING III,3,"2,660","4,000"
,,IBM326E,INTERNATIONAL MARKETING III,3,"2,660","4,000"
,,IFN316E,INTERNATIONAL FINANCE III,3,"2,660","4,000"
,,IFN326E,INTERNATIONAL FINANCE III,3,"2,740","4,110"
,,IMC316C,INTEGRATED MARKETING COMMUNICATION,3,"2,660","4,000"
,,IMC326C,INTEGRATED MARKETING COMMUNICATION,3,"2,740","4,110"
,,MKT216W,WIL FOR MARKETING,3,"2,660","4,000"
,,MKT226W,WIL FOR MARKETING,3,"2,210","3,320"
,,MRE316C,MARKETING RESEARCH,3,"2,660","4,000"
,,MRE326C,MARKETING RESEARCH,3,"2,660","4,000"
,,MRK326E,MARKETING III,3,"2,740","4,110"
,,SMN316E,SALES MANAGEMENT III,3,"2,660","4,000"
,,SMN326E,SALES MANAGEMENT III,3,"2,740","4,110"
DP_OMT,"DIPLOMA IN OFFICE
MANAGEMENT & TECHNOLOGY",BAC115C,BUSINESS ACCOUNTING,1,"3,230","4,850"
,,BAC125C,BUSINESS ACCOUNTING,1,"3,230","4,850"
,,BSS115E,BUSINESS STUDIES I,1,"3,230","4,850"
,,BSS125E,BUSINESS STUDIES I,1,"3,230","4,850"
,,HRM115E,HUMAN RESOURCES MANAGEMENT I,1,"3,230","4,850"
,,HRM125E,HUMAN RESOURCES MANAGEMENT I,1,"3,230","4,850"
,,IAD115C,INFORMATION ADMINISTRATION I,1,"3,900","5,860"
,,IAD125C,INFORMATION ADMINISTRATION I,1,"3,900","5,860"
,,LCS5011,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,LGP116C,LEGAL PRACTICE I,1,"3,230","4,850"
,,LGP126C,LEGAL PRACTICE I,1,"3,230","4,850"
,,OMT115W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY I",1,"3,830","5,750"
,,OMT125W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY I",1,"3,830","5,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,BSS216E,BUSINESS STUDIES II,2,"2,660","4,000"
,,BSS226E,BUSINESS STUDIES II,2,"3,230","4,850"
,,COM216C,COMMUNICATION II,2,"2,660","4,000"
,,COM226C,COMMUNICATION II,2,"3,900","5,800"
,,HRG11AB,MERCANTILE LAW I,2,"3,230","4,850"
,,HRG12AB,MERCANTILE LAW I,2,"3,230","4,850"
,,HRG21AB,MERCANTILE LAW II,2,"2,660","4,000"
,,HRG22AB,MERCANTILE LAW II,2,"3,230","4,850"
,,HRM216E,HUMAN RESOURCES MANAGEMENT II,2,"2,660","4,000"
,,HRM226E,HUMAN RESOURCES MANAGEMENT II,2,"3,230","4,850"
,,IAD216C,INFORMATION ADMINISTRATION II,2,"3,900","5,860"
,,IAD226C,INFORMATION ADMINISTRATION II,2,"3,230","4,850"
,,LGP216C,LEGAL PRACTICE II,2,"2,660","4,000"
,,LGP226C,LEGAL PRACTICE II,2,"3,230","4,850"
,,OMT216W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY II",2,"3,370","5,060"
,,OMT226W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY II",2,"3,830","5,740"
,,BSS316C,BUSINESS STUDIES III,3,"3,230","4,850"
,,BSS326C,BUSINESS STUDIES III,3,"3,230","4,850"
,,IAD316C,INFORMATION ADMINISTRATION III,3,"3,830","5,750"
,,IAD326C,INFORMATION ADMINISTRATION III,3,"3,830","5,750"
,,OMT316W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY III",3,"3,830","5,750"
,,OMT326W,"WIL FOR OFFICE MANAGEMENT AND
TECHNOLOGY III",3,"3,830","5,750"
DP_PBM,DIPLOMA PUBLIC MANAGEMENT,LCS5011,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,NMR11AB,NUMERACY,1,"3,170","4,760"
,,PDM12AB,PUBLIC DECISION-MAKING I,1,"4,620","6,950"
,,PEM11AB,PUBLIC RESOURCE MANAGEMENT I,1,"4,620","6,950"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,POM11AB,"PUBLIC OFFICE MANAGEMENT & CUSTOMER
SERVICE I",1,"4,620","6,950"
,,PSD12AB,"LOCAL GOVT SERVICE DELIVERY
MANAGEMENT I",1,"4,620","6,950"
,,PTS11AB,PUBLIC INFORMATION SERVICES I,1,"4,620","6,950"
,,PTS12AB,PUBLIC INFORMATION SERVICES I,1,"3,350","5,030"
,,SLM12AB,SELF MANAGEMENT I,1,"4,620","6,950"
,,INC22AB,INTERSECTORAL COLLABORATION II,2,"4,620","6,950"
,,PAM21AB,PUBLIC ADMINISTRATION AND MANAGEMENT II,2,"4,620","6,930"
,,PFM21AB,PUBLIC FINANCIAL MANAGEMENT II,2,"4,620","6,950"
,,PHR21AB,PUBLIC HUMAN RESOURCE MANAGEMENT II,2,"4,620","6,950"
,,PLM22AB,"PROCUREMENT AND SUPPLY CHAIN
MANAGEMENT II",2,"4,620","6,950"
,,POB22AB,PROJECT MANAGEMENT II,2,"4,620","6,950"
,,FPM31AB,"FINANCIAL AND PROCUREMENT MANAGEMENT
III",3,"4,620","6,950"
,,PAM31AB,"PUBLIC ADMINISTRATION AND MANAGEMENT
III",3,"4,620","6,950"
,,PCS32AB,POLICY STUDIES III,3,"4,620","6,950"
,,PGB32AB,PROGRAMME MANAGEMENT III,3,"4,620","6,950"
,,PHR31AB,PUBLIC HUMAN RESOURCE MANAGEMENT III,3,"4,620","6,950"
,,PMP32AB,PUBLIC MANAGEMENT PRACTICE & WIL III,3,"4,620","6,950"
DP_TRM,"DIPLOMA IN TOURISM
MANAGEMENT",ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,FRE115E,FRENCH I,1,"2,760","4,130"
,,FRE125E,FRENCH I,1,"2,760","4,150"
,,GRR115E,GERMAN I,1,"2,760","4,150"
,,GRR125E,GERMAN I,1,"2,760","4,150"
,,LCS5011,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,NMR5011,NUMERACY,1,"4,500","6,750"
,,NMR5012,NUMERACY,1,"3,030","4,540"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,TFM115E,TOURISM FINANCIAL MANAGEMENT I,1,"2,680","4,020"
,,TFM125E,TOURISM FINANCIAL MANAGEMENT I,1,"2,680","4,020"
,,TIL115E,TOURISM INDUSTRY LAW I,1,"2,680","4,020"
,,TMR115E,TOURISM MARKETING I,1,"2,680","4,020"
,,TMR125E,TOURISM MARKETING I,1,"2,680","4,020"
,,TOD115E,TOURISM DEVELOPMENT I,1,"3,450","5,180"
,,TOD125E,TOURISM DEVELOPMENT I,1,"2,680","4,020"
,,TOM115E,TOURISM MANAGEMENT I,1,"2,680","4,020"
,,TOM125E,TOURISM MANAGEMENT I,1,"2,760","4,130"
,,TOP115E,TOURISM PRACTICE I,1,"3,610","5,420"
,,TOP125E,TOURISM PRACTICE I,1,"4,450","6,680"
,,COM115E,TOURISM MEDIA & COMMUNICATION I,2,"2,560","3,830"
,,COM125E,TOURISM MEDIA & COMMUNICATION I,2,"2,560","3,830"
,,EVM216E,EVENT MANAGEMENT II,2,"2,560","3,860"
,,EVM226E,EVENT MANAGEMENT II,2,"2,560","3,860"
,,HOT126E,HOSPITALITY OPERATIONS I,2,"8,990","13,490"
,,TFM216E,TOURISM FINANCIAL MANAGEMENT II,2,"2,560","3,860"
,,TFM226E,TOURISM FINANCIAL MANAGEMENT II,2,"2,560","3,860"
,,TMR216E,TOURISM MARKETING II,2,"3,840","5,740"
,,TMR226E,TOURISM MARKETING II,2,"3,950","5,920"
,,TOD216E,TOURISM DEVELOPMENT II,2,"4,190","6,290"
,,TOD226E,TOURISM DEVELOPMENT II,2,"11,190","16,790"
,,TOM216E,TOURISM MANAGEMENT II,2,"2,560","3,830"
,,TOM226E,TOURISM MANAGEMENT II,2,"2,560","3,830"
,,TOP216E,TOURISM PRACTICE II,2,"5,500","8,260"
,,TOP226E,TOURISM PRACTICE II,2,"3,840","5,740"
,,TSE116E,TOURISM SERVICE EXCELLENCE I,2,"2,470","3,720"
,,CUL115E,CULTURE STUDIES I,3,"2,360","3,530"
,,GAL115E,GALILEO,3,"5,130","7,700"
,,HOT217E,HOSPITALITY OPERATIONS II,3,"2,440","3,650"
,,PRJ115E,PROJECT ADMINISTRATION I,3,"2,440","3,650"
,,TMR317E,TOURISM MARKETING III,3,"3,830","5,740"
,,TOD317E,TOURISM DEVELOPMENT III,3,"14,290","21,430"
,,TOM317E,TOURISM MANAGEMENT III,3,"7,080","10,610"
,,TOP317E,TOURISM PRACTICE III,3,"4,480","6,710"
,,TRM327W,WIL FOR TOURISM MANAGEMENT,3,"6,360","9,540"
BBNDBR,N DIP MARKETING,BMR10DB,MARKETING I,1,"5,320","7,990"
,,MRK115C,MARKETING I,1,"2,670","4,000"
,,MRK125C,MARKETING I,1,"2,740","4,110"
,,OND10AB,BUSINESS MANAGEMENT I,1,"5,320","7,990"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,PVK10AB,PERSONAL SELLING I,1,"5,320","7,990"
,,RVB10AB,END-USER COMPUTING I,1,"6,440","9,660"
,,BMR20CB,MARKETING II,2,"5,320","7,990"
,,EKN10EB,ECONOMICS I,2,"5,320","7,990"
,,HRG10CB,MERCANTILE LAW I,2,"5,320","7,990"
,,KWN10AB,QUANTITATIVE TECHNIQUES I,2,"5,320","7,990"
,,MRK215E,MARKETING II,2,"2,660","4,000"
,,MRK225E,MARKETING II,2,"2,660","4,000"
,,RKB10AB,ACCOUNTING FOR MARKETERS I,2,"5,320","7,990"
,,VBG10AB,CONSUMER BEHAVIOUR I,2,"5,320","7,990"
,,BMR30CB,MARKETING III,3,"5,320","7,990"
,,ENS11BB,ENGLISH (LANGUAGE X),3,"3,110","4,680"
,,EXL12ZB,WORK-INTEGRATED LEARNING: MARKETING,3,"5,320","7,990"
,,IBM30BB,INTERNATIONAL MARKETING III,3,"5,320","7,990"
,,IFN30AB,INTERNATIONAL FINANCE III,3,"5,320","7,990"
,,MRK30BB,MARKETING RESEARCH III,3,"5,320","7,990"
,,RKL10CB,ADVERTISING AND SALES PROMOTION I,3,"5,320","7,990"
,,VBS30CB,SALES MANAGEMENT III,3,"5,320","7,970"
BCNDFL,"N DIP FINANCIAL INFORMATION
SYSTEMS",BCL11AB,BUSINESS CALCULATIONS I,1,"2,680","4,040"
,,CLA12AB,COMMERCIAL LAW FOR ACCOUNTANTS I,1,"2,680","4,040"
,,COM11AB,COMMUNICATION I,1,"2,680","4,040"
,,EVG12AB,ENTREPRENEURAL SKILLS I,1,"2,900","4,360"
,,FIL11AB,FINANCIAL INFORMATION SYSTEMS I,1,"3,370","5,080"
,,FIL12AB,FINANCIAL INFORMATION SYSTEMS I,1,"3,370","5,080"
,,KRK12AB,COST ACCOUNTING I,1,"2,680","4,040"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,REK12CB,FINANCIAL ACCOUNTING I,1,"2,680","4,040"
,,BEL12BB,TAXATION I,2,"2,680","4,040"
,,FIL21AB,FINANCIAL INFORMATION SYSTEMS II,2,"3,370","5,080"
,,FIL22AB,FINANCIAL INFORMATION SYSTEMS II,2,"3,370","5,080"
,,KRK21AB,COST ACCOUNTING II,2,"2,660","4,000"
,,KRK22AB,COST ACCOUNTING II,2,"2,680","4,040"
,,ODT21BB,AUDITING II,2,"2,680","4,040"
,,ODT22BB,AUDITING II,2,"2,680","4,040"
,,REK21CB,FINANCIAL ACCOUNTING II,2,"3,370","5,080"
,,REK22CB,FINANCIAL ACCOUNTING II,2,"3,370","5,080"
,,SOS11AB,SOFTWARE APPLICATIONS I,2,"3,990","5,980"
,,SOS12AB,SOFTWARE APPLICATIONS I,2,"3,510","5,270"
,,EHA12AB,E-COMMERCE,3,"3,350","5,030"
,,EKN11EB,ECONOMICS I,3,"2,680","4,040"
,,FIL31AB,FINANCIAL INFORMATION SYSTEMS III,3,"3,510","5,260"
,,FIL32AB,FINANCIAL INFORMATION SYSTEMS III,3,"3,650","5,480"
,,IDT31DB,INTERNAL AUDITING III,3,"2,680","4,040"
,,IDT32DB,INTERNAL AUDITING III,3,"2,680","4,040"
,,REK31CB,FINANCIAL ACCOUNTING III,3,"2,680","4,040"
,,REK32CB,FINANCIAL ACCOUNTING III,3,"2,680","4,040"
,,SOS21AB,SOFTWARE APPLICATIONS II,3,"3,510","5,270"
,,SOS22AB,SOFTWARE APPLICATIONS II,3,"3,510","5,270"
BGNDGC,"N DIP HOSPITALITY
MANAGEMENT",PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,ACM21AT,ACCOMMODATION MANAGEMENT II,2,"2,790","4,310"
,,HFM21AT,HOSPITALITY FINANCIAL MANAGEMENT II,2,"2,790","4,190"
,,OND10AB,BUSINESS MANAGEMENT I,1,"5,320","7,990"
,,PBS10CB,HUMAN RESOURCES MANAGEMENT I,1,"5,320","7,990"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PIM5012,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,RVB10AB,END-USER COMPUTING I,1,"6,440","9,660"
,,ENS10AB,ENGLISH (LANGUAGE X),2,"3,100","4,680"
,,KWN10AB,QUANTITATIVE TECHNIQUES I,2,"5,320","7,990"
,,PBS20CB,HUMAN RESOURCES MANAGEMENT II,2,"5,320","7,990"
AD_APM,"ADVANCED DIPLOMA IN
APPLIED MANAGEMENT",EPP427,"ENTREPRENEURSHIP PRINCIPLES AND
PRACTICES",1,"3,830","5,750"
,,IMG417,INTERNATIONAL MANAGEMENT,1,"3,830","5,750"
,,INP427,INDUSTRY PROJECT,1,"3,830","5,750"
,,MEF427,"MONITORING AND EVALUATION
FUNDAMENTALS",1,"3,830","5,750"
,,MFM417,"MANAGEMENT FUNDAMENTALS FOR FIRST
LINE MANAGE",1,"3,830","5,750"
,,PCM417,PROCUMENT MANAGEMENT,1,"3,830","5,750"
,,PMF427,PROJECT MANAGEMENT FUNDAMENTALS,1,"3,830","5,750"
,,QFT417,"QUANTITATIVE TECHNIQUES
METHODS/BUSINESS STAT",1,"3,830","5,750"
,,RBP417,RESPONSIBLE BUSINESS PRACTICE,1,"3,830","5,750"
,,RSS417,RESEARCH SKILLS,1,"3,830","5,750"
,,SCM427,SUPPLY CHAIN MANAGEMENT,1,"3,830","5,750"
,,STM427,STRATEGIC MANAGEMENT,1,"3,830","5,750"
AD_HRM,"ADVANCED DIPLOMA IN HUMAN
RESOURCE MANAGEMENT",AHI417,ADVANCED HRM: INDIVIDUAL BEHAVIOUR,1,"2,870","4,310"
,,AHO427,"ADVANCED HRM: ORGANISATIONAL
BEHAVIOUR",1,"2,870","4,310"
,,ERA427,"ADVANCED ERM: APPLICATION OF ERM
THEORY",1,"2,870","4,310"
,,ERD417,ADVANCED ERM: DISPUTE RESOLUTION MAN,1,"2,870","4,320"
,,FRM417,"FUNDAMENTALS OF RESEARCH
METHODOLOGY",1,"3,800","5,710"
,,FSP417,FUNDAMENTALS OF STRATEGIC PLANNING,1,"2,870","4,320"
,,HCE417,"ADVANCED HUMAN CAPITAL DEVELOPMENT
ETD ENVIRO",1,"2,870","4,320"
,,HCI427,"ADVANCED HUMAN CAPITAL DEVELOPMENT
ETD INTERV",1,"2,870","4,310"
,,SIA427,"STRATEGY IN ACTION (IMPLEMENTATION
DRIVERS)",1,"2,870","4,310"
,,TRP427,THE RESEARCH PROCESS,1,"3,800","5,700"
AD_HSM,"ADVANCE DIPLOM IN
HOSPITALITY MANAGEMENT",ASM41AT,STRATEGIC MANAGEMENT,1,"2,760","4,130"
,,ASM42AT,STRATEGIC MANAGEMENT,1,"2,760","4,130"
,,HFM41AT,HOSPITALITY FINANCIAL MANAGEMENT,1,"2,760","4,130"
,,HFM42AT,HOSPITALITY FINANCIAL MANAGEMENT,1,"2,760","4,130"
,,HIN31AT,HOSPITALITY INDUSTRIAL LAW,1,"2,760","4,130"
,,HIN32AT,HOSPITALITY INDUSTRIAL LAW,1,"2,760","4,130"
,,RSM11AS,RESEARCH METHODOLOGY,1,"2,760","4,130"
,,RSM12AS,RESEARCH METHODOLOGY,1,"2,760","4,130"
,,SMH31AT,HOSPITALITY MARKETING,1,"2,760","4,130"
,,SMH32AT,HOSPITALITY MARKETING,1,"2,760","4,130"
,,FRM417,"FUNDAMENTALS OF RESEARCH
METHODOLOGY",1,"3,800","5,710"
,,FSP417,FUNDAMENTALS OF STRATEGIC PLANNING,1,"2,870","4,320"
,,ISM417,INTRODUCTION TO STRATEGIC MARKETING,1,"2,930","4,400"
,,MFP427,"MACROECONOMICS: FLUCTUATIONS AND
POLICY",1,"2,930","4,400"
,,MMF417,MANAGING MARKETING FINANCE,1,"2,930","4,400"
,,MPF417,MARKETING PLAN FUNDAMENTALS,1,"3,800","5,710"
,,MPP427,MARKETING PLAN PROJECT,1,"3,800","5,700"
,,MPT417,"MACROECONOMICS PERMORMANCE
MONITORING AND TRE",1,"2,930","4,400"
,,SIA427,"STRATEGY IN ACTION (IMPLEMENTATION
DRIVERS)",1,"2,870","4,310"
,,SMD427,STRATEGIC MARKETING DEVELOPMENT,1,"2,930","4,400"
,,TRP427,THE RESEARCH PROCESS,1,"3,800","5,700"
AD_,"ADVANCED DIPLOMA IN
M
MONITORING AND EVALUATION",BPME417,Basic Principles of Monitoring & Evaluation,1,"6,410","9,620"
,,BPME417,Planning for Monitoring and Evaluation,1,"6,410","9,620"
,,DMSP417,Designing a Monitoring system/process,1,"6,410","9,620"
,,DESP427,Designing an Evaluation system/process,1,"6,410","9,620"
,,DCME427,"Data collection methods for monitoring and
evaluation",1,"6,410","9,620"
,,MERR427,Monitoring and evaluation research reporting,1,"6,410","9,620"
AD_PBM,"ADVANCED DIPLOMA IN PUBLIC
MANAGEMENT",GVR427,GOVERNMENTAL RELATIONS,1,"6,550","9,820"
,,PAC417,PUBLIC ACCOUNTABILITY,1,"6,550","9,820"
,,PPM427,PUBLIC POLICY MANAGEMENT,1,"6,550","9,820"
,,RSM417,RESEARCH METHODOLOGY,1,"6,550","9,820"
,,RSM427,RESEARCH METHODOLOGY,1,"6,550","9,820"
,,SPA427,"STRATEGIC PUBLIC ADMINISTRATION &
MANANAGEMEN",1,"6,550","9,820"
,,SPH417,"STRATEGIC PUBLIC HUMAN RESOURCE
MANAGEMENT",1,"6,550","9,820"
AD_TRM,"ADVANCED DIPLOMA IN
TOURISM MANAGEMENT",TMR41AT,STRATEGIC MARKETING IN TOURISM,1,"2,750","4,120"
,,TMR42AT,STRATEGIC MARKETING IN TOURISM,1,"2,750","4,120"
,,TRD41AS,"SUSTAINABLE TOURISM AND DESTINATION
DEVELOPM",1,"2,750","4,120"
,,TRD42AS,"SUSTAINABLE TOURISM AND DESTINATION
DEVELOPM",1,"2,750","4,120"
,,TRM11AS,RESEARCH METHODOLOGY,1,"7,980","11,960"
,,TRM12AS,RESEARCH METHODOLOGY,1,"2,750","4,120"
,,TSM41AT,STRATEGIC MANAGEMENT IN TOURISM,1,"2,750","4,120"
,,TSM42AT,STRATEGIC MANAGEMENT IN TOURISM,1,"2,750","4,120"
PD_ENT,"PG DIPLOMA IN
ENTREPRENEURIAL
MANAGEMENT",EEC518,"ENTREPRENEURSHIP AND ENTERPRISE
CREATION",1,"4,790","7,180"
,,GSB528,GLOBAL STRATEGIES IN BUSINESS,1,"4,790","7,180"
,,HMO528,"MANAGING HUM CAPITAL MULTI-CULT & BEH IN
ORGA",1,"4,790","7,180"
,,PJM518,PROJECT MANAGEMENT,1,"4,790","7,180"
,,RSM518,"RESEARCH METHODOLOGY-PRACTICAL
PROJECT",1,"4,790","7,180"
,,SCM528,"OPERATIONS AND SUPPLY CHAIN
MANAGEMENT",1,"4,790","7,180"
,,AFM528,ACCOUNTING FOR MANAGERS,2,"4,790","7,180"
,,LCM518,LEADERSHIP AND CHANGE MANAGEMENT,2,"4,790","7,180"
,,MFM518,MARKETING FOR MANAGERS,2,"4,790","7,180"
,,MWG518,MANAGING WITH INTEGRITY,2,"4,790","7,180"
,,RSP528,RESEARCH PROJECT-THEORY,2,"4,790","7,180"
,,STE528,STRATEGIC ENTERPRENEURSHIP,2,"4,790","7,180"
PD_PJM,"PG DIPLOMA IN PROJECT
MANAGEMEMENT",PHC528,"PROJECT HUMAN RESOURCE MANAGEMENT
AND COMMUN",1,"4,790","7,180"
,,PJP528,PROJECT PROCUREMENT,1,"4,790","7,180"
,,PJS518,PROJECT SCHEDULING,1,"4,790","7,180"
,,PMP518,PROCESS MANAGEMENT PROCESS THEORY,1,"4,790","7,180"
,,PQM528,PROJECT QUALITY MANAGEMENT,1,"4,790","7,180"
,,RSM518,"RESEARCH METHODOLOGY-PRACTICAL
PROJECT",1,"4,790","7,180"
,,PCM518,PROJECT COST MANAGEMENT,2,"4,790","7,180"
,,PMG518,PROJECT MANAGEMENT WITH INTEGRITY,2,"4,790","7,180"
,,PMP528,"PROCESS MANAGEMENT PROCESS IN
PRACTICE",2,"4,790","7,180"
,,PRM518,PROJECT RISK MANAGEMENT,2,"4,790","7,180"
,,RSP528,RESEARCH PROJECT-THEORY,2,"4,790","7,180"
,,SME528,"STRATEGIC MANAGEMENT &
ENTREPRENEUSHIP",2,"4,790","7,180"
PD_PBM,"PG DIPLOMA IN PUBLIC
MANAGEMENT",GGLS528,GOOD GOVERNANCE AND LEADERSHIP,1,"4,570","6,860"
,,PBFM528,PUBLIC FINANCIAL MANAGEMENT,1,"4,570","6,860"
,,PBPO528,PUBLIC POLICY,1,"4,570","6,860"
,,PJMN528,PROJECT MANAGEMENT,1,"4,570","6,860"
,,RSMP508,"RESEARCH METHODOOGY AND RESEARCH
PROJECT",1,"4,570","6,860"
,,STPM518,STRATEGIC PUBLIC MANAGEMENT,1,"4,570","6,860"
PD_HRM,"PG DIP IN HUMAN RESOURCE
MANAGEMENT",ERBA518,"EMPLOYMENT RELTAIONS MAN: BUSINESS
APPLICATIO",1,"5,770","8,650"
,,ERRM528,"EMPLOYMENT RELTAIONS MAN: RISK
MANAGEMENT",1,"5,770","8,650"
,,IHCD528,"INTERNATIONAL STRATEGIC HUMAN CAPITAL
DEVEL",1,"5,770","8,650"
,,ODCI528,"ORGANISATIONAL DEVELOPM & CHANGE:
INTERVENTIO",1,"5,770","8,650"
,,ODCT518,"ORGANISATIONAL DEVELOPMENT AND
CHANGE THEORY",1,"5,770","8,650"
,,REMA518,RESEARCH METHODOLOGY APPROACH,1,"5,770","8,650"
,,REPR528,RESEARCH PROJECT/REPORT,1,"5,770","8,650"
,,SHCD518,"INTRO TO STRATEGIC HUMAN CAPITAL
DEVELOPMENT",1,"5,770","8,650"
,,SHMT518,"STRATEGIC RESOURCE MANAGEMENT
THEORY",1,"5,770","8,650"
,,SHTM528,"STRATEGIC HR MANAGEMENT: TALENT MAN &
METRICS",1,"5,770","8,650"
PD_TRM,"PG DIPLOMA IN TOURISM
MANAGEMENT",ATL51AB,APPLIED TOURISM BUSINESS LEADERSHIP,1,"4,570","6,860"
,,ATL52AB,APPLIED TOURISM BUSINESS LEADERSHIP,1,"4,570","6,860"
,,STP51AB,"APPLIED STATISTICAL ANALYSIS TOURISM
PROJECT",1,"9,810","14,710"
,,STP52AB,"APPLIED STATISTICAL ANALYSIS TOURISM
PROJECT",1,"4,570","6,860"
,,TPD51AB,"TOURISM PRODUCT AND SERVICE
DEVELOPMENT",1,"4,570","6,860"
